fullName,organizations,location,status,typeOfDeath,Date,mtpage,type,motiveConfirmed,charges,Year
Pierre Kabeya,Kin-Matin,Democratic Republic of the Congo,Killed,Murder,1994-06-08,https://cpj.org/data/people/pierre-kabeya/,Journalist,Confirmed,,1994
Pierre Zakrzewski,Fox News,Ukraine,Killed,Crossfire,2022-03-14,https://cpj.org/data/people/pierre-zakrzewski/,Journalist,Confirmed,,2022
Pirimkul Sattori,Khatlon,Tajikistan,Killed,Murder,1993-05-28,https://cpj.org/data/people/pirimkul-sattori/,Journalist,Confirmed,,1993
Pradeep Bhatia,The Hindustan Times,India,Killed,Dangerous Assignment,2000-08-10,https://cpj.org/data/people/pradeep-bhatia/,Journalist,Confirmed,,2000
Prahlad Goala,Asomiya Khabar,India,Killed,Murder,2006-01-06,https://cpj.org/data/people/prahlad-goala/,Journalist,Confirmed,,2006
Prakash Singh Thakuri,Freelance,Nepal,Killed,Murder,2007-07-01,https://cpj.org/data/people/prakash-singh-thakuri/,Journalist,Confirmed,,2007
Precious Owolabi,Channels TV,Nigeria,Killed,Dangerous Assignment,2019-07-22,https://cpj.org/data/people/precious-owolabi/,Journalist,Confirmed,,2019
Pu Tuidim,Khonumthung Media Group,Myanmar,Killed,Murder,2022-01-08,https://cpj.org/data/people/pu-tuidim/,Journalist,Confirmed,,2022
Puniyamoorthy Sathiyamoorthy,Freelance,Sri Lanka,Killed,Dangerous Assignment,2009-02-12,https://cpj.org/data/people/puniyamoorthy-sathiyamoorthy/,Journalist,Confirmed,,2009
Qais al-Jazar (Qais al-Qadhi),Al-Jisr TV,Syria,Killed,Crossfire,2017-10-29,https://cpj.org/data/people/qais-al-jazar-qais-al-qadhi/,Journalist,Confirmed,,2017
Raad Mutashar,Al-Raad,Iraq,Killed,Murder,2007-05-09,https://cpj.org/data/people/raad-mutashar/,Journalist,Confirmed,,2007
Raad Yassin Al-Baddi,Salaheddin TV,Iraq,Killed,Murder,2013-12-23,https://cpj.org/data/people/raad-yassin-al-baddi/,Journalist,Confirmed,,2013
Rabah Zenati,Algerian State Television,Algeria,Killed,Murder,1993-08-03,https://cpj.org/data/people/rabah-zenati/,Journalist,Confirmed,,1993
Rabih Al Maamari,Al-Mayadeen TV,Lebanon,Killed,Dangerous Assignment,2023-11-21,https://cpj.org/data/people/rabih-al-maamari/,Journalist,Confirmed,,2023
Rachida Hammadi,Algerian State Television,Algeria,Killed,Murder,1995-03-31,https://cpj.org/data/people/rachida-hammadi/,Journalist,Confirmed,,1995
Raed Fares,Radio Fresh,Syria,Killed,Murder,2018-11-23,https://cpj.org/data/people/raed-fares/,Journalist,Confirmed,,2018
Raeda Wazzan,Al-Iraqiya,Iraq,Killed,Murder,2005-02-25,https://cpj.org/data/people/raeda-wazzan/,Journalist,Confirmed,,2005
Rafael Emiro Moreno Garavito,Voces De Córdoba,Colombia,Killed,Murder,2022-10-16,https://cpj.org/data/people/rafael-emiro-moreno-garavito/,Journalist,Confirmed,,2022
Rafael Enrique Prins Velásquez,Apocalipsis,Colombia,Killed,Murder,2005-02-19,https://cpj.org/data/people/rafael-enrique-prins-velasquez/,Journalist,Confirmed,,2005
Rafael Murúa Manríquez,Radiokoshana FM,Mexico,Killed,Murder,2019-01-20,https://cpj.org/data/people/rafael-murua-manriquez/,Journalist,Confirmed,,2019
Rafed Mahmoud Said al-Anbagy,Diyala TV and Radio,Iraq,Killed,Murder,2005-08-27,https://cpj.org/data/people/rafed-mahmoud-said-al-anbagy/,Journalist,Confirmed,,2005
Raffaele Ciriello,Freelance,Israel and the Occupied Palestinian Territory,Killed,Crossfire,2002-03-13,https://cpj.org/data/people/raffaele-ciriello/,Journalist,Confirmed,,2002
Rafiq Tagi,Freelance,Azerbaijan,Killed,Murder,2011-11-23,https://cpj.org/data/people/rafiq-tagi/,Journalist,Confirmed,,2011
Rahmatullah Nikzad,Freelance,Afghanistan,Killed,Murder,2020-12-21,https://cpj.org/data/people/rahmatullah-nikzad/,Journalist,Confirmed,,2020
Rajdev Ranjan,Hindustan,India,Killed,Murder,2016-05-13,https://cpj.org/data/people/rajdev-ranjan/,Journalist,Confirmed,,2016
Rajesh Mishra,Dainik Jagran,India,Killed,Murder,2017-10-21,https://cpj.org/data/people/rajesh-mishra-2/,Journalist,Confirmed,,2017
Rajesh Mishra,Media Raj,India,Killed,Murder,2012-03-01,https://cpj.org/data/people/rajesh-mishra/,Journalist,Confirmed,,2012
Rajesh Verma,IBN 7,India,Killed,Dangerous Assignment,2013-09-07,https://cpj.org/data/people/rajesh-verma/,Journalist,Confirmed,,2013
Rakesh Sharma,Aaj,India,Killed,Murder,2013-08-23,https://cpj.org/data/people/rakesh-sharma/,Journalist,Confirmed,,2013
Rakesh Singh,Rashtriya Swaroop,India,Killed,Murder,2020-11-28,https://cpj.org/data/people/rakesh-singh/,Journalist,Confirmed,,2020
Ralikonelo Joki,Ts’enolo FM,Lesotho,Killed,Murder,2023-05-14,https://cpj.org/data/people/ralikonelo-joki/,Journalist,Confirmed,,2023
Ram Chander Chaterpatti,Poora Sach,India,Killed,Murder,2002-11-21,https://cpj.org/data/people/ram-chander-chaterpatti/,Journalist,Confirmed,,2002
Ram Singh Biling,"Azdi Awaz, Daily Ajit",India,Killed,Dangerous Assignment,1992-01-03,https://cpj.org/data/people/ram-singh-biling/,Journalist,Confirmed,,1992
Raman Kashyap,Sadhna Plus TV,India,Killed,Dangerous Assignment,2021-10-03,https://cpj.org/data/people/raman-kashyap/,Journalist,Confirmed,,2021
Rami Al Refee,Freelance,Israel and the Occupied Palestinian Territory,Killed,Murder,2024-07-31,https://cpj.org/data/people/rami-al-refee/,Journalist,Confirmed,,2024
Rami al-Sayed,Freelance,Syria,Killed,Crossfire,2012-02-21,https://cpj.org/data/people/rami-al-sayed/,Journalist,Confirmed,,2012
Rami Asmi,Orient News,Syria,Killed,Crossfire,2014-12-08,https://cpj.org/data/people/rami-asmi/,Journalist,Confirmed,,2014
Rami Rayan,Palestine Network for Press and Media,Israel and the Occupied Palestinian Territory,Killed,Crossfire,2014-07-30,https://cpj.org/data/people/rami-rayan/,Journalist,Confirmed,,2014
Ramiz Ahmadi,TOLO News,Afghanistan,Killed,Dangerous Assignment,2018-09-05,https://cpj.org/data/people/ramiz-ahmadi/,Journalist,Confirmed,,2018
Ramzan Khadzhiev,Russian Public TV (ORT),Russia,Killed,Murder,1996-08-11,https://cpj.org/data/people/ramzan-khadzhiev/,Journalist,Confirmed,,1996
Ramzan Mezhidov,TV Tsentr,Russia,Killed,Crossfire,1999-10-29,https://cpj.org/data/people/ramzan-mezhidov/,Journalist,Confirmed,,1999
Randa George,Raja FM,South Sudan,Killed,Murder,2015-01-25,https://cpj.org/data/people/randa-george/,Journalist,Confirmed,,2015
Rasheed Albably,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-06-06,https://cpj.org/data/people/rasheed-albably/,Journalist,Confirmed,,2024
Rasheed Bakr,"Al-Mohrar Media Network,Syria 1 News Agency",Syria,Killed,Crossfire,2020-10-26,https://cpj.org/data/people/rasheed-bakr/,Journalist,Confirmed,,2020
Rashid Hamid Wali,Al-Jazeera,Iraq,Killed,Crossfire,2004-05-21,https://cpj.org/data/people/rashid-hamid-wali/,Journalist,Confirmed,,2004
Rashmi Mohamed,Sirasa TV,Sri Lanka,Killed,Dangerous Assignment,2008-10-06,https://cpj.org/data/people/rashmi-mohamed/,Journalist,Confirmed,,2008
Razzaq Gul,Express News TV,Pakistan,Killed,Murder,2012-05-19,https://cpj.org/data/people/razzaq-gul/,Journalist,Confirmed,,2012
Regina Martínez Pérez,Proceso,Mexico,Killed,Murder,2012-04-28,https://cpj.org/data/people/regina-martinez-perez/,Journalist,Confirmed,,2012
Rehmatullah Abid,"Dunya News TV, Intikhaab",Pakistan,Killed,Murder,2012-11-18,https://cpj.org/data/people/rehmatullah-abid/,Journalist,Confirmed,,2012
Reinaldo Coutinho da Silva,Cachoeiras Jornal,Brazil,Killed,Murder,1995-08-29,https://cpj.org/data/people/reinaldo-coutinho-da-silva/,Journalist,Confirmed,,1995
Relangi Selvarajah,Sri Lanka Rupavahini Corp.,Sri Lanka,Killed,Murder,2005-08-12,https://cpj.org/data/people/relangi-selvarajah/,Journalist,Confirmed,,2005
Rémi Ochlik,Freelance,Syria,Killed,Murder,2012-02-22,https://cpj.org/data/people/remi-ochlik/,Journalist,Confirmed,,2012
Renante Cortes,dyRB Radio,Philippines,Killed,Murder,2021-07-22,https://cpj.org/data/people/renante-cortes/,Journalist,Confirmed,,2021
Renato Blanco,Power 102.1 DYRY RFM Mabinay,Philippines,Killed,Murder,2022-09-18,https://cpj.org/data/people/renato-blanco/,Journalist,Confirmed,,2022
Rex Cornelio Pepino,Original Energy 93.7 FM,Philippines,Killed,Murder,2020-05-20,https://cpj.org/data/people/rex-cornelio-pepino/,Journalist,Confirmed,,2020
Rey Bancayrin,Radio DXLL,Philippines,Killed,Murder,1998-03-30,https://cpj.org/data/people/rey-bancayrin/,Journalist,Confirmed,,1998
Rey Merisco,Periodico Ini,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/rey-merisco/,Journalist,Confirmed,,2009
Reynaldo Momay,Midland Review,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/reynaldo-momay/,Journalist,Confirmed,,2009
Riad al-Saray,Al-Iraqiya,Iraq,Killed,Murder,2010-09-07,https://cpj.org/data/people/riad-al-saray/,Journalist,Confirmed,,2010
Ricardo de Mello,Imparcial Fax,Angola,Killed,Murder,1995-01-18,https://cpj.org/data/people/ricardo-de-mello/,Journalist,Confirmed,,1995
Ricardo Domínguez López,InfoGuaymas,Mexico,Killed,Murder,2021-07-22,https://cpj.org/data/people/ricardo-dominguez-lopez/,Journalist,Confirmed,,2021
Ricardo Gangeme,El Informador Chubutense,Argentina,Killed,Murder,1999-05-13,https://cpj.org/data/people/ricardo-gangeme/,Journalist,Confirmed,,1999
Ricardo Ortega,Antena 3,Haiti,Killed,Dangerous Assignment,2004-03-07,https://cpj.org/data/people/ricardo-ortega/,Journalist,Confirmed,,2004
Richard Wild,Freelance,Iraq,Killed,Murder,2003-07-05,https://cpj.org/data/people/richard-wild/,Journalist,Confirmed,,2003
Rico Ramirez,DXSF Radio,Philippines,Killed,Murder,2003-08-20,https://cpj.org/data/people/rico-ramirez/,Journalist,Confirmed,,2003
Ridwan Salamun,Sun TV,Indonesia,Killed,Murder,2010-08-21,https://cpj.org/data/people/ridwan-salamun/,Journalist,Confirmed,,2010
Riyad Muhammad Ali,Talafar al-Yawm,Iraq,Killed,Murder,2006-07-30,https://cpj.org/data/people/riyad-muhammad-ali/,Journalist,Confirmed,,2006
Rizq Al-Gharabli,Palestinian Information Center,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-02-06,https://cpj.org/data/people/rizq-al-gharabli/,Journalist,Confirmed,,2024
Rob Hiaasen,Capital Gazette,USA,Killed,Murder,2018-06-28,https://cpj.org/data/people/rob-hiaasen/,Journalist,Confirmed,,2018
Robenson Laraque,Tele Contact,Haiti,Killed,Dangerous Assignment,2005-04-04,https://cpj.org/data/people/robenson-laraque/,Journalist,Confirmed,,2005
Robert Stevens,The Sun,USA,Killed,Murder,2001-10-05,https://cpj.org/data/people/robert-stevens/,Journalist,Confirmed,,2001
Roberto Fraile,93 Metros,Burkina Faso,Killed,Murder,2021-04-26,https://cpj.org/data/people/roberto-fraile/,Journalist,Confirmed,,2021
Roberto Marcos García,Testimonio and Alarma,Mexico,Killed,Murder,2006-11-21,https://cpj.org/data/people/roberto-marcos-garcia/,Journalist,Confirmed,,2006
Roberto Martínez,Prensa Libre,Guatemala,Killed,Dangerous Assignment,2000-04-27,https://cpj.org/data/people/roberto-martinez/,Journalist,Confirmed,,2000
Roddy Scott,Frontline,Russia,Killed,Crossfire,2002-09-26,https://cpj.org/data/people/roddy-scott/,Journalist,Confirmed,,2002
Rodolfo Julio Torres,Emisora Fuentes,Colombia,Killed,Murder,1999-10-21,https://cpj.org/data/people/rodolfo-julio-torres/,Journalist,Confirmed,,1999
Rodolfo Rincón Taracena,Tabasco Hoy,Mexico,Killed,Murder,2007-01-20,https://cpj.org/data/people/rodolfo-rincon-taracena/,Journalist,Confirmed,,2007
Rodrigo Neto,Rádio Vanguarda and Vale do Aço,Brazil,Killed,Murder,2013-03-08,https://cpj.org/data/people/rodrigo-neto/,Journalist,Confirmed,,2013
Roee Idan,Ynet,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-20,https://cpj.org/data/people/roee-idan/,Journalist,Confirmed,,2023
"Rogelio ""Roger"" Mariano",Radyo Natin-Aksyon Radyo,Philippines,Killed,Murder,2004-07-31,https://cpj.org/data/people/rogelio-roger-mariano/,Journalist,Confirmed,,2004
Rohat Aktaş,Azadiya Welat,Turkey,Killed,Unknown,2016-01-30,https://cpj.org/data/people/rohat-aktas/,Journalist,Confirmed,,2016
Rohit Biswal,Dharitri,India,Killed,Dangerous Assignment,2022-02-05,https://cpj.org/data/people/rohit-biswal/,Journalist,Confirmed,,2022
Roland Ureta,Radio DYKR,Philippines,Killed,Murder,2001-01-03,https://cpj.org/data/people/roland-ureta/,Journalist,Confirmed,,2001
"Rolando ""Dodong"" Morales",DXMD,Philippines,Killed,Murder,2005-07-03,https://cpj.org/data/people/rolando-dodong-morales/,Journalist,Confirmed,,2005
Romeo (or Romy) Binungcal,Remate and Bulgar,Philippines,Killed,Murder,2004-09-29,https://cpj.org/data/people/romeo-or-romy-binungcal/,Journalist,Confirmed,,2004
Romeo Jimmy Cabillo,Midland Review,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/romeo-jimmy-cabillo/,Journalist,Confirmed,,2009
Romeo Lagaspi,Voice of Zambales,Philippines,Killed,Murder,1993-01-11,https://cpj.org/data/people/romeo-lagaspi/,Journalist,Confirmed,,1993
Romeo Olea,DWEB,Philippines,Killed,Murder,2011-06-13,https://cpj.org/data/people/romeo-olea/,Journalist,Confirmed,,2011
Ronnie Perante,Gold Star Daily,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/ronnie-perante/,Journalist,Confirmed,,2009
Roohollah Zam,Amad News,Iran,Killed,Murder,2020-12-12,https://cpj.org/data/people/roohollah-zam/,Journalist,Confirmed,,2020
Rory Peck,ARD Television Company,Russia,Killed,Dangerous Assignment,1993-10-03,https://cpj.org/data/people/rory-peck/,Journalist,Confirmed,,1993
Rosell Morales,News Focus,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/rosell-morales/,Journalist,Confirmed,,2009
Roshdi Sarraj,Ain Media,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-22,https://cpj.org/data/people/roshdi-sarraj/,Journalist,Confirmed,,2023
Rowell Endrinal,DZRC,Philippines,Killed,Murder,2004-02-11,https://cpj.org/data/people/rowell-endrinal/,Journalist,Confirmed,,2004
Rubello Bataluna,Gold Star Daily,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/rubello-bataluna/,Journalist,Confirmed,,2009
Rubén Espinosa Becerril,"Proceso, AVC Noticias, Cuartoscuro",Mexico,Killed,Murder,2015-07-31,https://cpj.org/data/people/ruben-espinosa-becerril/,Journalist,Confirmed,,2015
Rubylita Garcia,"Remate, dwAD",Philippines,Killed,Murder,2014-04-06,https://cpj.org/data/people/rubylita-garcia/,Journalist,Confirmed,,2014
Rupert Hamer,Sunday Mirror,Afghanistan,Killed,Crossfire,2010-01-10,https://cpj.org/data/people/rupert-hamer/,Journalist,Confirmed,,2010
Ruperto Armenta Gerardo,El Regional,Mexico,Killed,Murder,1995-02-05,https://cpj.org/data/people/ruperto-armenta-gerardo/,Journalist,Confirmed,,1995
S. Gangadhara Raju,Eenadu Television (E-TV),India,Killed,Dangerous Assignment,1997-11-19,https://cpj.org/data/people/s-gangadhara-raju/,Journalist,Confirmed,,1997
S. Krishna,Eenadu Television (E-TV),India,Killed,Dangerous Assignment,1997-11-19,https://cpj.org/data/people/s-krishna/,Journalist,Confirmed,,1997
Saad Ahmed,Hawar News Agency (ANHA),Syria,Killed,Crossfire,2019-10-13,https://cpj.org/data/people/saad-ahmed/,Journalist,Confirmed,,2019
Saad Bakhtaoui,El-Minbar,Algeria,Killed,Murder,1993-09-10,https://cpj.org/data/people/saad-bakhtaoui/,Journalist,Confirmed,,1993
Saadi Madoukh,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-07-05,https://cpj.org/data/people/saadi-madoukh/,Journalist,Confirmed,,2024
Sabah al-Bazi,Al-Arabiya,Iraq,Killed,Dangerous Assignment,2011-03-29,https://cpj.org/data/people/sabah-al-bazi/,Journalist,Confirmed,,2011
Sabawoon Kakar,"Radio Azadi,Radio Free Europe/Radio Liberty",Afghanistan,Killed,Murder,2018-04-30,https://cpj.org/data/people/sabawoon-kakar/,Journalist,Confirmed,,2018
Sadrul Alam Nipul,Dainik Mathabhanga,Bangladesh,Killed,Murder,2014-05-21,https://cpj.org/data/people/sadrul-alam-nipul/,Journalist,Confirmed,,2014
Saed Abu Nabhan,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2025-01-10,https://cpj.org/data/people/saed-abu-nabhan/,Journalist,Confirmed,,2025
Saed Al-Halabi,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-25,https://cpj.org/data/people/saed-al-halabi/,Journalist,Confirmed,,2023
Saed Mahdi Shlash,Rayat al-Arab,Iraq,Killed,Murder,2006-10-26,https://cpj.org/data/people/saed-mahdi-shlash/,Journalist,Confirmed,,2006
Saed Radwan,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-10-27,https://cpj.org/data/people/saed-radwan/,Journalist,Confirmed,,2024
Saeed al-Taweel,Al-Khamsa News,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-09,https://cpj.org/data/people/saeed-al-taweel/,Journalist,Confirmed,,2023
Saeed Karimian,GEM TV,Turkey,Killed,Murder,2017-04-29,https://cpj.org/data/people/saeed-karimian/,Journalist,Confirmed,,2017
Safa al-Din Abdel Hamid,Al-Mosuliya,Iraq,Killed,Murder,2010-09-08,https://cpj.org/data/people/safa-al-din-abdel-hamid/,Journalist,Confirmed,,2010
Safa Isma'il Enad,Freelance,Iraq,Killed,Murder,2006-09-13,https://cpj.org/data/people/safa-ismail-enad/,Journalist,Confirmed,,2006
Safaa Ghali,Dijlah TV,Iraq,Killed,Dangerous Assignment,2020-01-10,https://cpj.org/data/people/safaa-ghali/,Journalist,Confirmed,,2020
Safir Nader,Qulan TV,Iraq,Killed,Crossfire,2004-02-01,https://cpj.org/data/people/safir-nader/,Journalist,Confirmed,,2004
Sagal Salad Osman,Radio Mogadishu,Somalia,Killed,Murder,2016-06-05,https://cpj.org/data/people/sagal-salad-osman/,Journalist,Confirmed,,2016
Sahar Hussein Ali al-Haydari,National Iraqi News Agency and Aswat al-Iraq,Iraq,Killed,Murder,2007-06-07,https://cpj.org/data/people/sahar-hussein-ali-al-haydari/,Journalist,Confirmed,,2007
Saher Akram Rayan,WAFA,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-03-25,https://cpj.org/data/people/saher-akram-rayan/,Journalist,Confirmed,,2024
Sai Reddy,Deshbandhu,India,Killed,Murder,2013-12-06,https://cpj.org/data/people/sai-reddy/,Journalist,Confirmed,,2013
Sai Win Aung (A Sai K),Federal News Journal,Myanmar,Killed,Crossfire,2021-12-25,https://cpj.org/data/people/sai-win-aung-a-sai-k/,Journalist,Confirmed,,2021
Saïd Brahimi,Algerian State Television,Algeria,Killed,Murder,1995-09-09,https://cpj.org/data/people/said-brahimi/,Journalist,Confirmed,,1995
Said Mekbel,Le Matin,Algeria,Killed,Murder,1994-12-04,https://cpj.org/data/people/said-mekbel/,Journalist,Confirmed,,1994
Said Tahlil Ahmed,HornAfrik,Somalia,Killed,Murder,2009-02-02,https://cpj.org/data/people/said-tahlil-ahmed/,Journalist,Confirmed,,2009
Saïd Tazrout,Le Matin,Algeria,Killed,Murder,1995-09-03,https://cpj.org/data/people/said-tazrout/,Journalist,Confirmed,,1995
Saïda Djebaili,Al-Hayat al-Arabia,Algeria,Killed,Murder,1995-10-17,https://cpj.org/data/people/saida-djebaili/,Journalist,Confirmed,,1995
Saidan Shafi,Doordarshan TV,India,Killed,Murder,1997-03-16,https://cpj.org/data/people/saidan-shafi/,Journalist,Confirmed,,1997
Saidmurod Yerov,Farkhang,Tajikistan,Killed,Murder,1993-01-01,https://cpj.org/data/people/saidmurod-yerov/,Journalist,Confirmed,,1993
Saif Laith Yousuf,ABC News,Iraq,Killed,Murder,2007-05-17,https://cpj.org/data/people/saif-laith-yousuf/,Journalist,Confirmed,,2007
Saif Talal,Al-Sharqiya,Iraq,Killed,Murder,2016-01-12,https://cpj.org/data/people/saif-talal/,Journalist,Confirmed,,2016
Saif ur Rehman,Samaa TV,Pakistan,Killed,Dangerous Assignment,2013-01-10,https://cpj.org/data/people/saif-ur-rehman/,Journalist,Confirmed,,2013
Saiful Alam Mukul,Daily Runner,Bangladesh,Killed,Murder,1998-08-30,https://cpj.org/data/people/saiful-alam-mukul/,Journalist,Confirmed,,1998
Sajid Tanoli,Shumal,Pakistan,Killed,Murder,2004-01-29,https://cpj.org/data/people/sajid-tanoli/,Journalist,Confirmed,,2004
Salah al-Din Hassan,Shaab Masr,Egypt,Killed,Dangerous Assignment,2013-06-29,https://cpj.org/data/people/salah-al-din-hassan/,Journalist,Confirmed,,2013
Salam Mema,Palestinian Media Assembly,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-13,https://cpj.org/data/people/salam-mema/,Journalist,Confirmed,,2023
Saleem Shahzad,Asia Times Online,Pakistan,Killed,Murder,2011-05-29,https://cpj.org/data/people/saleem-shahzad/,Journalist,Confirmed,,2011
Saleem Talash,Mashal TV,Afghanistan,Killed,Murder,2018-04-30,https://cpj.org/data/people/saleem-talash/,Journalist,Confirmed,,2018
Saleh Ayyad Hafyana,Fassato News Agency,Libya,Killed,Dangerous Assignment,2013-11-18,https://cpj.org/data/people/saleh-ayyad-hafyana/,Journalist,Confirmed,,2013
Saleh Ibrahim,Associated Press Television News,Iraq,Killed,Crossfire,2005-04-23,https://cpj.org/data/people/saleh-ibrahim/,Journalist,Confirmed,,2005
Salem Khalil,Orient News,Syria,Killed,Crossfire,2014-12-08,https://cpj.org/data/people/salem-khalil/,Journalist,Confirmed,,2014
Salih Saif Aldin,The Washington Post,Iraq,Killed,Murder,2007-10-14,https://cpj.org/data/people/salih-saif-aldin/,Journalist,Confirmed,,2007
Salko Hondo,Oslobodjenje,Bosnia,Killed,Crossfire,1992-07-01,https://cpj.org/data/people/salko-hondo/,Journalist,Confirmed,,1992
Salvador Adame Pardo,6TV,Mexico,Killed,Murder,2017-06-01,https://cpj.org/data/people/salvador-adame-pardo/,Journalist,Confirmed,,2017
Salvador Medina Velázquez,FM Ñemity,Paraguay,Killed,Murder,2001-01-05,https://cpj.org/data/people/salvador-medina-velazquez/,Journalist,Confirmed,,2001
Sam Nimfa-Jan,Details,Nigeria,Killed,Dangerous Assignment,1999-05-27,https://cpj.org/data/people/sam-nimfa-jan/,Journalist,Confirmed,,1999
Saman Abdullah Izzedine,Kirkuk TV,Iraq,Killed,Murder,2005-04-15,https://cpj.org/data/people/saman-abdullah-izzedine/,Journalist,Confirmed,,2005
Sameeh Al-Nady,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-18,https://cpj.org/data/people/sameeh-al-nady/,Journalist,Confirmed,,2023
Sameh al-Aryan,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Crossfire,2014-07-30,https://cpj.org/data/people/sameh-al-aryan/,Journalist,Confirmed,,2014
Samer Abu Daqqa,Al-Jazeera Arabic,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-12-15,https://cpj.org/data/people/samer-abu-daqqa/,Journalist,Confirmed,,2023
Samer Mohammed Aboud,"Free Deir al-Zour Radio, Development Interaction Network",Syria,Killed,Murder,2016-06-25,https://cpj.org/data/people/samer-mohammed-aboud/,Journalist,Confirmed,,2016
Sami Abu Amin,Al-Ikhbariya,Syria,Killed,Crossfire,2012-06-27,https://cpj.org/data/people/sami-abu-amin/,Journalist,Confirmed,,2012
Sami Jawdat Rabah,Syrian Observatory for Human Rights,Syria,Killed,Murder,2016-06-25,https://cpj.org/data/people/sami-jawdat-rabah/,Journalist,Confirmed,,2016
Samim Faramarz,TOLO News,Afghanistan,Killed,Dangerous Assignment,2018-09-05,https://cpj.org/data/people/samim-faramarz/,Journalist,Confirmed,,2018
Samir Qassir,Al-Nahar,Lebanon,Killed,Murder,2005-06-02,https://cpj.org/data/people/samir-qassir/,Journalist,Confirmed,,2005
Samson Boyi,The Scope,Nigeria,Killed,Crossfire,1999-11-05,https://cpj.org/data/people/samson-boyi/,Journalist,Confirmed,,1999
Samuel Romã,Radio Conquista FM,Brazil,Killed,Murder,2004-04-20,https://cpj.org/data/people/samuel-roma/,Journalist,Confirmed,,2004
Samuel Wazizi,Chillen Muzik TV,Cameroon,Killed,Unknown,2019-08-17,https://cpj.org/data/people/samuel-wazizi/,Journalist,Confirmed,,2019
Sandeep Sharma,News World,India,Killed,Murder,2018-03-26,https://cpj.org/data/people/sandeep-sharma/,Journalist,Confirmed,,2018
Sander Thoenes,Freelancer,East Timor,Killed,Murder,1999-09-21,https://cpj.org/data/people/sander-thoenes/,Journalist,Confirmed,,1999
Santiago Ilídio Andrade,Bandeirantes,Brazil,Killed,Dangerous Assignment,2014-02-10,https://cpj.org/data/people/santiago-ilidio-andrade/,Journalist,Confirmed,,2014
Santos Gatchalian,DXGO,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/santos-gatchalian/,Journalist,Confirmed,,2009
Saoman Conteh,New Tablet,Sierra Leone,Killed,Dangerous Assignment,2000-05-08,https://cpj.org/data/people/saoman-conteh/,Journalist,Confirmed,,2000
Saqib Khan,Ummat,Pakistan,Killed,Dangerous Assignment,2012-11-22,https://cpj.org/data/people/saqib-khan/,Journalist,Confirmed,,2012
Sardasht Osman,Freelance,Iraq,Killed,Murder,2010-05-05,https://cpj.org/data/people/sardasht-osman/,Journalist,Confirmed,,2010
Sari Mansour,Quds News Network,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-18,https://cpj.org/data/people/sari-mansour/,Journalist,Confirmed,,2023
Sarmad Hamdi Shaker,Baghdad TV,Iraq,Killed,Murder,2007-06-27,https://cpj.org/data/people/sarmad-hamdi-shaker/,Journalist,Confirmed,,2007
Sarwa Abdul-Wahab,Freelance,Iraq,Killed,Murder,2008-05-04,https://cpj.org/data/people/sarwa-abdul-wahab/,Journalist,Confirmed,,2008
Satoru Someya,Freelance,Japan,Killed,Murder,2003-09-06,https://cpj.org/data/people/satoru-someya/,Journalist,Confirmed,,2003
Sattar Beheshti,Freelance,Iran,Killed,Dangerous Assignment,2012-11-03,https://cpj.org/data/people/sattar-beheshti/,Journalist,Confirmed,,2012
Sayed Mehdi Husaini,Jomhor News Agency,Afghanistan,Killed,Dangerous Assignment,2017-12-28,https://cpj.org/data/people/sayed-mehdi-husaini/,Journalist,Confirmed,,2017
Sayeed Khuda Dad Ahamdi,Afghan Voice Agency,Afghanistan,Killed,Dangerous Assignment,2017-12-28,https://cpj.org/data/people/sayeed-khuda-dad-ahamdi/,Journalist,Confirmed,,2017
Sayfettin Tepe,Yeni Politika,Turkey,Killed,Murder,1995-08-29,https://cpj.org/data/people/sayfettin-tepe/,Journalist,Confirmed,,1995
